InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Gender,Age,Amount
544455,79066K,RETRO MOD TRAY,24,20/02/2011 13:18,0.85,13097,United Kingdom,Female,18,20.4
544455,22651,GENTLEMAN SHIRT REPAIR KIT,10,20/02/2011 13:18,0.85,13097,United Kingdom,Female,18,8.5
540522,22726,ALARM CLOCK BAKELIKE GREEN,4,09/01/2011 12:50,3.75,13102,United Kingdom,Female,21,15
540522,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,09/01/2011 12:50,3.75,13102,United Kingdom,Female,21,15
540522,70007,HI TEC ALPINE HAND WARMER,30,09/01/2011 12:50,0.42,13102,United Kingdom,Female,21,12.6
540826,22630,DOLLY GIRL LUNCH BOX,12,11/01/2011 14:00,1.95,13102,United Kingdom,Female,21,23.4
540826,22977,DOLLY GIRL CHILDRENS EGG CUP,12,11/01/2011 14:00,1.25,13102,United Kingdom,Female,21,15
540826,22885,NUMBER TILE VINTAGE FONT 6,12,11/01/2011 14:00,0.42,13102,United Kingdom,Female,21,5.04
540826,22708,WRAP DOLLY GIRL,25,11/01/2011 14:00,0.42,13102,United Kingdom,Female,21,10.5
543098,22629,SPACEBOY LUNCH BOX,24,03/02/2011 11:49,1.95,13102,United Kingdom,Female,21,46.8
543098,21068,VINTAGE BILLBOARD LOVE/HATE MUG,12,03/02/2011 11:49,1.25,13102,United Kingdom,Female,21,15
543199,22659,LUNCH BOX I LOVE LONDON,12,04/02/2011 12:40,1.95,13102,United Kingdom,Female,21,23.4
547074,22730,ALARM CLOCK BAKELIKE IVORY,4,20/03/2011 14:35,3.75,13102,United Kingdom,Female,21,15
540639,22692,DOORMAT WELCOME TO OUR HOME,10,10/01/2011 12:28,6.75,13107,United Kingdom,Female,38,67.5
540639,21875,KINGS CHOICE MUG,12,10/01/2011 12:28,1.25,13107,United Kingdom,Female,38,15
540639,21882,SKULLS TAPE,12,10/01/2011 12:28,0.65,13107,United Kingdom,Female,38,7.8
540639,22718,CARD CAT AND TREE,24,10/01/2011 12:28,0.42,13107,United Kingdom,Female,38,10.08
C540942,85066,CREAM SWEETHEART MINI CHEST,-2,12/01/2011 12:30,10.95,13113,United Kingdom,Female,20,-21.9
542228,82583,HOT BATHS METAL SIGN,6,26/01/2011 13:37,2.1,13113,United Kingdom,Female,20,12.6
542228,22059,CERAMIC STRAWBERRY DESIGN MUG,8,26/01/2011 13:37,1.49,13113,United Kingdom,Female,20,11.92
C543195,22423,REGENCY CAKESTAND 3 TIER,-1,04/02/2011 12:29,10.95,13113,United Kingdom,Female,20,-10.95
543232,22295,HEART FILIGREE DOVE LARGE,12,04/02/2011 13:28,1.65,13113,United Kingdom,Female,20,19.8
C544655,85066,CREAM SWEETHEART MINI CHEST,-2,22/02/2011 12:57,10.95,13113,United Kingdom,Female,20,-21.9
C544655,22061,LARGE CAKE STAND  HANGING STRAWBERY,-1,22/02/2011 12:57,8.5,13113,United Kingdom,Female,20,-8.5
547201,21166,COOK WITH WINE METAL SIGN,12,21/03/2011 13:35,2.08,13113,United Kingdom,Female,20,24.96
541984,21132,SILVER STANDING GNOME,4,24/01/2011 15:48,4.25,13117,United Kingdom,Female,18,17
544899,22925,BLUE GIANT GARDEN THERMOMETER,2,24/02/2011 12:32,5.95,13118,United Kingdom,Female,35,11.9
544899,20619,TROPICAL PASSPORT COVER,6,24/02/2011 12:32,2.1,13118,United Kingdom,Female,35,12.6
544899,22059,CERAMIC STRAWBERRY DESIGN MUG,12,24/02/2011 12:32,1.49,13118,United Kingdom,Female,35,17.88
543480,21411,GINGHAM HEART  DOORSTOP RED,3,08/02/2011 15:48,4.25,13133,United Kingdom,Male,42,12.75
543191,22270,HAPPY EASTER HANGING DECORATION,4,04/02/2011 11:54,3.75,13137,United Kingdom,Female,41,15
543191,22379,RECYCLING BAG RETROSPOT,1,04/02/2011 11:54,2.1,13137,United Kingdom,Female,41,2.1
543191,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,1,04/02/2011 11:54,1.45,13137,United Kingdom,Female,41,1.45
543191,21989,PACK OF 20 SKULL PAPER NAPKINS,1,04/02/2011 11:54,0.85,13137,United Kingdom,Female,41,0.85
543191,22134,MINI LADLE LOVE HEART RED,5,04/02/2011 11:54,0.42,13137,United Kingdom,Female,41,2.1
542528,21558,SKULL LUNCH BOX WITH CUTLERY,6,28/01/2011 13:04,2.55,13141,United Kingdom,Female,63,15.3
542543,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,12,28/01/2011 14:42,1.65,13141,United Kingdom,Female,63,19.8
540777,22697,GREEN REGENCY TEACUP AND SAUCER,8,11/01/2011 11:15,2.95,13144,United Kingdom,Female,32,23.6
542607,22193,RED DINER WALL CLOCK,1,30/01/2011 13:48,8.5,13148,United Kingdom,Female,18,8.5
542607,22624,IVORY KITCHEN SCALES,2,30/01/2011 13:48,8.5,13148,United Kingdom,Female,18,17
542607,22926,IVORY GIANT GARDEN THERMOMETER,2,30/01/2011 13:48,5.95,13148,United Kingdom,Female,18,11.9
542607,21363,HOME SMALL WOOD LETTERS,2,30/01/2011 13:48,4.95,13148,United Kingdom,Female,18,9.9
542607,35961,FOLKART ZINC HEART CHRISTMAS DEC,2,30/01/2011 13:48,0.85,13148,United Kingdom,Female,18,1.7
542610,21731,RED TOADSTOOL LED NIGHT LIGHT,10,30/01/2011 14:05,1.65,13148,United Kingdom,Female,18,16.5
542610,20719,WOODLAND CHARLOTTE BAG,10,30/01/2011 14:05,0.85,13148,United Kingdom,Female,18,8.5
542610,21704,BAG 250g SWIRLY MARBLES,3,30/01/2011 14:05,0.85,13148,United Kingdom,Female,18,2.55
544802,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,23/02/2011 13:57,1.25,13149,United Kingdom,Male,50,15
544802,21670,BLUE SPOT CERAMIC DRAWER KNOB,12,23/02/2011 13:57,1.25,13149,United Kingdom,Male,50,15
544802,72232,FENG SHUI PILLAR CANDLE,96,23/02/2011 13:57,0.19,13149,United Kingdom,Male,50,18.24
544286,22761,CHEST 7 DRAWER MA CAMPAGNE,1,17/02/2011 12:29,24.95,13151,United Kingdom,Male,20,24.95
544286,21781,MA CAMPAGNE CUTLERY BOX,2,17/02/2011 12:29,14.95,13151,United Kingdom,Male,20,29.9
544286,48194,DOORMAT HEARTS,2,17/02/2011 12:29,7.95,13151,United Kingdom,Male,20,15.9
544286,22188,BLACK HEART CARD HOLDER,2,17/02/2011 12:29,3.95,13151,United Kingdom,Male,20,7.9
544286,82599,FANNY'S REST STOPMETAL SIGN,12,17/02/2011 12:29,2.1,13151,United Kingdom,Male,20,25.2
544286,21166,COOK WITH WINE METAL SIGN,12,17/02/2011 12:29,2.08,13151,United Kingdom,Male,20,24.96
544286,21062,PARTY INVITES SPACEMAN,4,17/02/2011 12:29,0.85,13151,United Kingdom,Male,20,3.4
541273,22569,FELTCRAFT CUSHION BUTTERFLY,4,17/01/2011 11:21,3.75,13155,United Kingdom,Female,20,15
541273,22147,FELTCRAFT BUTTERFLY HEARTS,12,17/01/2011 11:21,1.45,13155,United Kingdom,Female,20,17.4
541273,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,17/01/2011 11:21,1.25,13155,United Kingdom,Female,20,15
543919,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,14/02/2011 14:03,0.29,13157,United Kingdom,Male,49,13.92
541995,21239,PINK  POLKADOT CUP,8,25/01/2011 09:58,0.85,13158,United Kingdom,Female,35,6.8
541995,22196,SMALL HEART MEASURING SPOONS,12,25/01/2011 09:58,0.85,13158,United Kingdom,Female,35,10.2
542609,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,30/01/2011 14:03,2.95,13161,United Kingdom,Male,18,23.6
540501,47504K,ENGLISH ROSE GARDEN SECATEURS,48,09/01/2011 10:43,0.85,13162,United Kingdom,Female,38,40.8
540501,84951B,SET OF 4 BLACK LOVEBIRD COASTERS,12,09/01/2011 10:43,0.85,13162,United Kingdom,Female,38,10.2
540501,22481,BLACK TEA TOWEL CLASSIC DESIGN,24,09/01/2011 10:43,0.42,13162,United Kingdom,Female,38,10.08
540501,82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",20,09/01/2011 10:43,0.42,13162,United Kingdom,Female,38,8.4
540501,82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",20,09/01/2011 10:43,0.42,13162,United Kingdom,Female,38,8.4
540501,22344,PARTY PIZZA DISH PINK POLKADOT,24,09/01/2011 10:43,0.21,13162,United Kingdom,Female,38,5.04
542112,20685,DOORMAT RED RETROSPOT,2,25/01/2011 13:55,7.95,13168,United Kingdom,Female,44,15.9
542112,22804,CANDLEHOLDER PINK HANGING HEART,6,25/01/2011 13:55,2.95,13168,United Kingdom,Female,44,17.7
542112,21174,POTTERING IN THE SHED METAL SIGN,2,25/01/2011 13:55,1.95,13168,United Kingdom,Female,44,3.9
542112,21385,IVORY HANGING DECORATION  HEART,24,25/01/2011 13:55,0.85,13168,United Kingdom,Female,44,20.4
542112,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,8,25/01/2011 13:55,0.65,13168,United Kingdom,Female,44,5.2
544465,35638A,PINK AND BLACK STRING CURTAIN,1,20/02/2011 15:06,5.95,13168,United Kingdom,Female,44,5.95
544465,22932,BAKING MOULD TOFFEE CUP CHOCOLATE,1,20/02/2011 15:06,2.55,13168,United Kingdom,Female,44,2.55
544465,21163,DO NOT TOUCH MY STUFF DOOR HANGER,1,20/02/2011 15:06,1.45,13168,United Kingdom,Female,44,1.45
544465,22268,EASTER DECORATION SITTING BUNNY,12,20/02/2011 15:06,0.85,13168,United Kingdom,Female,44,10.2
543810,21781,MA CAMPAGNE CUTLERY BOX,1,13/02/2011 14:16,14.95,13171,United Kingdom,Female,41,14.95
543810,21533,RETROSPOT LARGE MILK JUG,1,13/02/2011 14:16,4.95,13171,United Kingdom,Female,41,4.95
543810,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,1,13/02/2011 14:16,3.75,13171,United Kingdom,Female,41,3.75
543810,21260,FIRST AID TIN,1,13/02/2011 14:16,3.25,13171,United Kingdom,Female,41,3.25
543810,22831,WHITE BROCANTE SOAP DISH,2,13/02/2011 14:16,2.95,13171,United Kingdom,Female,41,5.9
543810,21034,REX CASH+CARRY JUMBO SHOPPER,2,13/02/2011 14:16,0.95,13171,United Kingdom,Female,41,1.9
542398,90148,LONG SILVER NECKLACE PASTEL FLOWER,1,27/01/2011 15:36,12.75,13174,United Kingdom,Male,53,12.75
542398,22423,REGENCY CAKESTAND 3 TIER,3,27/01/2011 15:36,12.75,13174,United Kingdom,Male,53,38.25
542398,90195A,PURPLE GEMSTONE BRACELET,1,27/01/2011 15:36,8.95,13174,United Kingdom,Male,53,8.95
542398,90123A,PINK HEART OF GLASS BRACELET,1,27/01/2011 15:36,5.95,13174,United Kingdom,Male,53,5.95
542398,22123,PING MICROWAVE APRON,1,27/01/2011 15:36,5.95,13174,United Kingdom,Male,53,5.95
542398,22912,YELLOW COAT RACK PARIS FASHION,1,27/01/2011 15:36,4.95,13174,United Kingdom,Male,53,4.95
542398,22457,NATURAL SLATE HEART CHALKBOARD,6,27/01/2011 15:36,2.95,13174,United Kingdom,Male,53,17.7
542398,21188,3D HEARTS  HONEYCOMB PAPER GARLAND,3,27/01/2011 15:36,2.95,13174,United Kingdom,Male,53,8.85
542398,84846A,SCENTED CANDLE IN DIGITALIS TIN,1,27/01/2011 15:36,2.1,13174,United Kingdom,Male,53,2.1
542398,84050,PINK HEART SHAPE EGG FRYING PAN,2,27/01/2011 15:36,1.65,13174,United Kingdom,Male,53,3.3
542398,22294,HEART FILIGREE DOVE  SMALL,5,27/01/2011 15:36,1.25,13174,United Kingdom,Male,53,6.25
542398,71459,HANGING JAM JAR T-LIGHT HOLDER,12,27/01/2011 15:36,0.85,13174,United Kingdom,Male,53,10.2
544299,20681,PINK POLKADOT CHILDRENS UMBRELLA,6,17/02/2011 12:55,3.25,13178,United Kingdom,Female,18,19.5
544299,20726,LUNCH BAG WOODLAND,10,17/02/2011 12:55,1.65,13178,United Kingdom,Female,18,16.5
544299,21499,BLUE POLKADOT WRAP,25,17/02/2011 12:55,0.42,13178,United Kingdom,Female,18,10.5
544299,16161P,WRAP ENGLISH ROSE,25,17/02/2011 12:55,0.42,13178,United Kingdom,Female,18,10.5
540502,21181,PLEASE ONE PERSON METAL SIGN,48,09/01/2011 10:50,1.85,13183,United Kingdom,Male,45,88.8
540502,21165,BEWARE OF THE CAT METAL SIGN,48,09/01/2011 10:50,1.45,13183,United Kingdom,Male,45,69.6
544687,21285,RETROSPOT CANDLE  MEDIUM,12,22/02/2011 17:25,2.1,13184,United Kingdom,Male,61,25.2
540397,85066,CREAM SWEETHEART MINI CHEST,1,06/01/2011 18:57,12.75,13187,United Kingdom,Male,26,12.75
540397,35241,ENAMEL BLUE RIM BISCUIT BIN,1,06/01/2011 18:57,4.95,13187,United Kingdom,Male,26,4.95
540397,21069,VINTAGE BILLBOARD TEA MUG,1,06/01/2011 18:57,1.25,13187,United Kingdom,Male,26,1.25
540397,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1,06/01/2011 18:57,1.25,13187,United Kingdom,Male,26,1.25
540397,21078,SET/20 STRAWBERRY PAPER NAPKINS,1,06/01/2011 18:57,0.85,13187,United Kingdom,Male,26,0.85
542103,22423,REGENCY CAKESTAND 3 TIER,1,25/01/2011 13:26,12.75,13198,United Kingdom,Female,18,12.75
542103,21249,WOODLAND  HEIGHT CHART STICKERS,6,25/01/2011 13:26,2.95,13198,United Kingdom,Female,18,17.7
542103,22933,BAKING MOULD EASTER EGG MILK CHOC,6,25/01/2011 13:26,2.95,13198,United Kingdom,Female,18,17.7
542103,84678,CLASSICAL ROSE SMALL VASE,6,25/01/2011 13:26,2.55,13198,United Kingdom,Female,18,15.3
542103,47504K,ENGLISH ROSE GARDEN SECATEURS,12,25/01/2011 13:26,1.95,13198,United Kingdom,Female,18,23.4
542103,22915,ASSORTED BOTTLE TOP  MAGNETS,12,25/01/2011 13:26,0.42,13198,United Kingdom,Female,18,5.04
544129,22207,FRYING PAN UNION FLAG,16,16/02/2011 11:54,4.25,13199,United Kingdom,Female,58,68
544129,22047,EMPIRE GIFT WRAP,25,16/02/2011 11:54,0.42,13199,United Kingdom,Female,58,10.5
543164,22588,CARD HOLDER GINGHAM HEART,2,03/02/2011 19:32,2.55,13208,United Kingdom,Male,28,5.1
541316,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,17/01/2011 14:27,2.95,13209,United Kingdom,Male,59,53.1
541849,22072,RED RETROSPOT TEA CUP AND SAUCER,1,23/01/2011 13:34,3.75,13230,United Kingdom,Female,18,3.75
541849,71053,WHITE METAL LANTERN,1,23/01/2011 13:34,3.75,13230,United Kingdom,Female,18,3.75
541849,84992,72 SWEETHEART FAIRY CAKE CASES,1,23/01/2011 13:34,0.55,13230,United Kingdom,Female,18,0.55
544336,22287,"DECORATION , WOBBLY CHICKEN, METAL",4,17/02/2011 19:36,1.65,13230,United Kingdom,Female,18,6.6
544336,21231,SWEETHEART CERAMIC TRINKET BOX,4,17/02/2011 19:36,1.25,13230,United Kingdom,Female,18,5
540477,22473,TV DINNER TRAY VINTAGE PAISLEY,8,07/01/2011 14:49,1.95,13233,United Kingdom,Male,46,15.6
540477,21620,SET OF 4 ROSE BOTANICAL CANDLES,12,07/01/2011 14:49,1.25,13233,United Kingdom,Male,46,15
540477,21112,"SWISS ROLL TOWEL, PINK  SPOTS",24,07/01/2011 14:49,1.25,13233,United Kingdom,Male,46,30
541094,21908,CHOCOLATE THIS WAY METAL SIGN,3,13/01/2011 13:36,2.1,13246,United Kingdom,Male,23,6.3
541094,22294,HEART FILIGREE DOVE  SMALL,6,13/01/2011 13:36,1.25,13246,United Kingdom,Male,23,7.5
541094,84971S,SMALL HEART FLOWERS HOOK,24,13/01/2011 13:36,0.85,13246,United Kingdom,Male,23,20.4
541094,84745A,PINK HANGING GINGHAM EASTER HEN,6,13/01/2011 13:36,0.42,13246,United Kingdom,Male,23,2.52
540096,21617,4 LILY  BOTANICAL DINNER CANDLES,12,04/01/2011 15:43,1.25,13253,United Kingdom,Female,32,15
547221,22169,FAMILY ALBUM WHITE PICTURE FRAME,6,21/03/2011 15:06,8.5,13262,United Kingdom,Male,34,51
541509,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,18/01/2011 16:31,2.95,13263,United Kingdom,Male,42,2.95
541509,22930,BAKING MOULD HEART MILK CHOCOLATE,1,18/01/2011 16:31,2.55,13263,United Kingdom,Male,42,2.55
541509,82582,AREA PATROLLED METAL SIGN,1,18/01/2011 16:31,2.1,13263,United Kingdom,Male,42,2.1
541509,22961,JAM MAKING SET PRINTED,2,18/01/2011 16:31,1.45,13263,United Kingdom,Male,42,2.9
541509,85231B,CINAMMON SET OF 9 T-LIGHTS,3,18/01/2011 16:31,0.85,13263,United Kingdom,Male,42,2.55
541509,21520,BOOZE & WOMEN GREETING CARD,1,18/01/2011 16:31,0.42,13263,United Kingdom,Male,42,0.42
541509,21518,BANK ACCOUNT  GREETING  CARD,1,18/01/2011 16:31,0.42,13263,United Kingdom,Male,42,0.42
548388,23184,BULL DOG BOTTLE OPENER,3,30/03/2011 16:52,4.95,13268,United Kingdom,Female,45,14.85
548388,23178,JAM CLOCK MAGNET,3,30/03/2011 16:52,2.89,13268,United Kingdom,Female,45,8.67
548388,23194,GYMKHANA TREASURE BOOK BOX,2,30/03/2011 16:52,2.25,13268,United Kingdom,Female,45,4.5
548388,22064,PINK DOUGHNUT TRINKET POT,3,30/03/2011 16:52,1.65,13268,United Kingdom,Female,45,4.95
548388,22819,"BIRTHDAY CARD, RETRO SPOT",12,30/03/2011 16:52,0.42,13268,United Kingdom,Female,45,5.04
540373,21843,RED RETROSPOT CAKE STAND,2,06/01/2011 17:10,10.95,13280,United Kingdom,Female,36,21.9
540373,22312,OFFICE MUG WARMER POLKADOT,1,06/01/2011 17:10,2.95,13280,United Kingdom,Female,36,2.95
540373,22311,OFFICE MUG WARMER BLACK+SILVER,2,06/01/2011 17:10,2.95,13280,United Kingdom,Female,36,5.9
540373,22352,LUNCH BOX WITH CUTLERY RETROSPOT,1,06/01/2011 17:10,2.55,13280,United Kingdom,Female,36,2.55
540373,21212,PACK OF 72 RETROSPOT CAKE CASES,1,06/01/2011 17:10,0.55,13280,United Kingdom,Female,36,0.55
542408,21826,EIGHT PIECE DINOSAUR SET,10,27/01/2011 16:29,1.25,13280,United Kingdom,Female,36,12.5
542408,22924,FRIDGE MAGNETS LA VIE EN ROSE,6,27/01/2011 16:29,0.85,13280,United Kingdom,Female,36,5.1
540993,22423,REGENCY CAKESTAND 3 TIER,2,13/01/2011 09:23,12.75,13284,United Kingdom,Male,40,25.5
540993,47580,TEA TIME DES TEA COSY,6,13/01/2011 09:23,2.55,13284,United Kingdom,Male,40,15.3
540993,21039,RED RETROSPOT SHOPPING BAG,6,13/01/2011 09:23,2.55,13284,United Kingdom,Male,40,15.3
544685,22467,GUMBALL COAT RACK,6,22/02/2011 17:13,2.55,13285,United Kingdom,Male,54,15.3
544685,22383,LUNCH BAG SUKI  DESIGN,10,22/02/2011 17:13,1.65,13285,United Kingdom,Male,54,16.5
544685,21870,I CAN ONLY PLEASE ONE PERSON MUG,12,22/02/2011 17:13,1.25,13285,United Kingdom,Male,54,15
544685,22704,WRAP RED APPLES,25,22/02/2011 17:13,0.42,13285,United Kingdom,Male,54,10.5
544685,23231,WRAP DOILEY DESIGN,25,22/02/2011 17:13,0.42,13285,United Kingdom,Male,54,10.5
544685,22708,WRAP DOLLY GIRL,25,22/02/2011 17:13,0.42,13285,United Kingdom,Male,54,10.5
544454,21205,MULTICOLOUR 3D BALLS GARLAND,4,20/02/2011 13:13,2.55,13301,United Kingdom,Female,51,10.2
544454,21818,GLITTER HEART DECORATION,36,20/02/2011 13:13,0.85,13301,United Kingdom,Female,51,30.6
539981,85099B,JUMBO BAG RED RETROSPOT,10,23/12/2010 14:35,1.95,13304,United Kingdom,Female,64,19.5
539981,22096,PINK PAISLEY SQUARE TISSUE BOX,12,23/12/2010 14:35,1.25,13304,United Kingdom,Female,64,15
543196,22139,RETROSPOT TEA SET CERAMIC 11 PC,3,04/02/2011 12:29,4.95,13309,United Kingdom,Female,32,14.85
543196,21581,SKULLS  DESIGN  COTTON TOTE BAG,6,04/02/2011 12:29,2.25,13309,United Kingdom,Female,32,13.5
543196,22549,PICTURE DOMINOES,12,04/02/2011 12:29,1.45,13309,United Kingdom,Female,32,17.4
541590,21539,RED RETROSPOT BUTTER DISH,3,19/01/2011 14:50,4.95,13310,United Kingdom,Male,53,14.85
541590,21733,RED HANGING HEART T-LIGHT HOLDER,6,19/01/2011 14:50,2.95,13310,United Kingdom,Male,53,17.7
541590,22460,EMBOSSED GLASS TEALIGHT HOLDER,12,19/01/2011 14:50,1.25,13310,United Kingdom,Male,53,15
539993,22862,LOVE HEART NAPKIN BOX,4,04/01/2011 10:00,4.25,13313,United Kingdom,Male,45,17
540015,22722,SET OF 6 SPICE TINS PANTRY DESIGN,8,04/01/2011 11:40,3.95,13319,United Kingdom,Female,21,31.6
540015,22271,FELTCRAFT DOLL ROSIE,6,04/01/2011 11:40,2.95,13319,United Kingdom,Female,21,17.7
543486,79321,CHILLI LIGHTS,4,09/02/2011 10:24,5.75,13319,United Kingdom,Female,21,23
543486,21533,RETROSPOT LARGE MILK JUG,3,09/02/2011 10:24,4.95,13319,United Kingdom,Female,21,14.85
543486,84792,ENCHANTED BIRD COATHANGER 5 HOOK,4,09/02/2011 10:24,4.65,13319,United Kingdom,Female,21,18.6
543486,21658,GLASS  BEURRE DISH,4,09/02/2011 10:24,3.95,13319,United Kingdom,Female,21,15.8
543486,22699,ROSES REGENCY TEACUP AND SAUCER,6,09/02/2011 10:24,2.95,13319,United Kingdom,Female,21,17.7
543486,21877,HOME SWEET HOME MUG,12,09/02/2011 10:24,1.25,13319,United Kingdom,Female,21,15
543487,22961,JAM MAKING SET PRINTED,12,09/02/2011 10:25,1.45,13319,United Kingdom,Female,21,17.4
544196,20713,JUMBO BAG OWLS,20,17/02/2011 09:47,1.95,13327,United Kingdom,Female,22,39
542397,84375,SET OF 20 KIDS COOKIE CUTTERS,144,27/01/2011 15:22,1.85,13328,United Kingdom,Female,57,266.4
543300,22776,SWEETHEART CAKESTAND 3 TIER,1,07/02/2011 11:42,9.95,13334,United Kingdom,Male,59,9.95
543300,20685,DOORMAT RED RETROSPOT,2,07/02/2011 11:42,7.95,13334,United Kingdom,Male,59,15.9
543300,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,4,07/02/2011 11:42,2.95,13334,United Kingdom,Male,59,11.8
543300,20713,JUMBO BAG OWLS,10,07/02/2011 11:42,1.95,13334,United Kingdom,Male,59,19.5
543300,85206A,CREAM FELT EASTER EGG BASKET,3,07/02/2011 11:42,1.65,13334,United Kingdom,Male,59,4.95
543300,22861,EASTER TIN CHICKS IN GARDEN,6,07/02/2011 11:42,1.65,13334,United Kingdom,Male,59,9.9
543300,22621,TRADITIONAL KNITTING NANCY,12,07/02/2011 11:42,1.45,13334,United Kingdom,Male,59,17.4
543300,20676,RED RETROSPOT BOWL,12,07/02/2011 11:42,1.25,13334,United Kingdom,Male,59,15
543300,37413,ICON MUG REVOLUTIONARY,6,07/02/2011 11:42,1.25,13334,United Kingdom,Male,59,7.5
543300,84992,72 SWEETHEART FAIRY CAKE CASES,24,07/02/2011 11:42,0.55,13334,United Kingdom,Male,59,13.2
543300,21916,SET 12 RETRO WHITE CHALK STICKS,24,07/02/2011 11:42,0.42,13334,United Kingdom,Male,59,10.08
543300,20996,JAZZ HEARTS ADDRESS BOOK,24,07/02/2011 11:42,0.42,13334,United Kingdom,Male,59,10.08
544934,22474,SPACEBOY TV DINNER TRAY,3,25/02/2011 09:01,4.95,13345,United Kingdom,Female,28,14.85
544970,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,25/02/2011 11:33,7.95,13362,United Kingdom,Female,44,15.9
544970,22111,SCOTTIE DOG HOT WATER BOTTLE,3,25/02/2011 11:33,4.95,13362,United Kingdom,Female,44,14.85
544970,85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,4,25/02/2011 11:33,4.25,13362,United Kingdom,Female,44,17
544970,22457,NATURAL SLATE HEART CHALKBOARD,6,25/02/2011 11:33,2.95,13362,United Kingdom,Female,44,17.7
544970,21415,CLAM SHELL SMALL,6,25/02/2011 11:33,2.1,13362,United Kingdom,Female,44,12.6
543832,22191,IVORY DINER WALL CLOCK,2,14/02/2011 10:10,8.5,13381,United Kingdom,Female,58,17
543832,22728,ALARM CLOCK BAKELIKE PINK,4,14/02/2011 10:10,3.75,13381,United Kingdom,Female,58,15
543832,21135,VICTORIAN  METAL POSTCARD SPRING,16,14/02/2011 10:10,1.69,13381,United Kingdom,Female,58,27.04
543832,21900,"KEY FOB , SHED",24,14/02/2011 10:10,0.65,13381,United Kingdom,Female,58,15.6
541123,20749,ASSORTED COLOUR MINI CASES,2,14/01/2011 09:52,7.95,13385,United Kingdom,Female,39,15.9
541123,22623,BOX OF VINTAGE JIGSAW BLOCKS,3,14/01/2011 09:52,4.95,13385,United Kingdom,Female,39,14.85
541123,85187,S/12 MINI RABBIT EASTER,6,14/01/2011 09:52,1.65,13385,United Kingdom,Female,39,9.9
541123,22045,SPACEBOY GIFT WRAP,25,14/01/2011 09:52,0.42,13385,United Kingdom,Female,39,10.5
541883,22907,PACK OF 20 NAPKINS PANTRY DESIGN,24,24/01/2011 10:56,0.85,13408,United Kingdom,Female,57,20.4
541883,20983,12 PENCILS TALL TUBE RED RETROSPOT,24,24/01/2011 10:56,0.85,13408,United Kingdom,Female,57,20.4
543995,22960,JAM MAKING SET WITH JARS,12,15/02/2011 10:45,3.75,13408,United Kingdom,Female,57,45
543995,22969,HOMEMADE JAM SCENTED CANDLES,96,15/02/2011 10:45,1.25,13408,United Kingdom,Female,57,120
C544414,22960,JAM MAKING SET WITH JARS,-2,18/02/2011 14:54,3.75,13408,United Kingdom,Female,57,-7.5
544582,22148,EASTER CRAFT 4 CHICKS,12,21/02/2011 14:38,1.95,13410,United Kingdom,Female,23,23.4
544582,22629,SPACEBOY LUNCH BOX,24,21/02/2011 14:38,1.95,13410,United Kingdom,Female,23,46.8
544582,21703,BAG 125g SWIRLY MARBLES,12,21/02/2011 14:38,0.42,13410,United Kingdom,Female,23,5.04
547220,79321,CHILLI LIGHTS,4,21/03/2011 15:02,5.75,13410,United Kingdom,Female,23,23
544673,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,1,22/02/2011 15:46,3.75,13421,United Kingdom,Female,48,3.75
544673,22083,PAPER CHAIN KIT RETROSPOT,1,22/02/2011 15:46,2.95,13421,United Kingdom,Female,48,2.95
544673,21990,MODERN FLORAL STATIONERY SET,2,22/02/2011 15:46,2.95,13421,United Kingdom,Female,48,5.9
544673,21613,S/12 VANILLA  BOTANICAL T-LIGHTS,12,22/02/2011 15:46,2.95,13421,United Kingdom,Female,48,35.4
544673,21992,VINTAGE PAISLEY STATIONERY SET,2,22/02/2011 15:46,2.95,13421,United Kingdom,Female,48,5.9
544673,84836,ZINC METAL HEART DECORATION,12,22/02/2011 15:46,1.25,13421,United Kingdom,Female,48,15
544673,21080,SET/20 RED RETROSPOT PAPER NAPKINS,10,22/02/2011 15:46,0.85,13421,United Kingdom,Female,48,8.5
544337,22221,CAKE STAND LOVEBIRD 2 TIER PINK,2,18/02/2011 08:34,9.95,13425,United Kingdom,Female,48,19.9
544337,22822,CREAM WALL PLANTER HEART SHAPED,2,18/02/2011 08:34,5.95,13425,United Kingdom,Female,48,11.9
